,Geographic Area,Geographic Name,Gender,Age,Year,Time Period,Drug Use Disorder Estimate,Drug Use Disorder Estimate Description,Drug Use Disorder Estimate Notes,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude,Longitude,Georeferenced Latitude & Longitude,Pa Senatorial Districts (2017-01),Municipality Boundary,Pa House Districts (2017-01),Pa School Districts (2017),Pennsylvania County Boundaries
202,County,Clinton,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,18,18,42,035,41.232862737,-77.6428376,"{'type': 'Point', 'coordinates': [-77.6428376, 41.232862737]}",14,1835,74,206,9
203,County,Jefferson,All,All (12 to 100 years),2020,2020 Annual,628,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,33,33,42,065,41.131390912,-79.00101814,"{'type': 'Point', 'coordinates': [-79.00101814, 41.131390912]}",14,1361,16,107,20
204,State,Commonwealth,All,65+ years,2017,2017 Annual,5090,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
205,State,Commonwealth,All,25 to 34 years,2018,2018 Annual,85615,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
206,County,Elk,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,24,24,42,047,41.428194161,-78.64947713,"{'type': 'Point', 'coordinates': [-78.64947713, 41.428194161]}",14,1258,15,405,29
207,County,Bucks,All,All (12 to 100 years),2018,2018 Annual,16730,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,9,09,42,017,40.335011331,-75.11291241,"{'type': 'Point', 'coordinates': [-75.11291241, 40.335011331]}",40,430,145,22,35
208,County,Forest,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,27,27,42,053,41.513578758,-79.23780995,"{'type': 'Point', 'coordinates': [-79.23780995, 41.513578758]}",5,207,60,186,32
209,County,Somerset,All,All (12 to 100 years),2018,2018 Annual,938,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,56,56,42,111,39.97146299,-79.03100206,"{'type': 'Point', 'coordinates': [-79.03100206, 39.97146299]}",1,799,30,428,66
210,County,Juniata,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,34,34,42,067,40.534330084,-77.405775,"{'type': 'Point', 'coordinates': [-77.405775, 40.534330084]}",18,53,36,201,21
211,State,Commonwealth,All,15 to 24 years,2017,2017 Annual,26726,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
212,County,Union,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,60,60,42,119,40.96473131,-77.06415803,"{'type': 'Point', 'coordinates': [-77.06415803, 40.96473131]}",21,1979,72,296,49
213,County,York,All,All (12 to 100 years),2018,2018 Annual,8556,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,67,67,42,133,39.921925312,-76.72576052,"{'type': 'Point', 'coordinates': [-76.72576052, 39.921925312]}",24,470,136,43,12
214,County,Monroe,All,All (12 to 100 years),2020,2020 Annual,5860,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,45,45,42,089,41.060917865,-75.34083603,"{'type': 'Point', 'coordinates': [-75.34083603, 41.060917865]}",38,912,121,362,56
215,County,York,All,All (12 to 100 years),2016,2016 Annual,5841,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,67,67,42,133,39.921925312,-76.72576052,"{'type': 'Point', 'coordinates': [-76.72576052, 39.921925312]}",24,470,136,43,12
216,State,Commonwealth,All,45 to 54 years,2016,2016 Annual,65522,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
217,County,Bedford,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,5,05,42,009,40.007375364,-78.49116474,"{'type': 'Point', 'coordinates': [-78.49116474, 40.007375364]}",16,1549,31,3,43
218,County,Adams,All,All (12 to 100 years),2020,2020 Annual,1346,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,1,01,42,001,39.87209565,-77.22224271,"{'type': 'Point', 'coordinates': [-77.22224271, 39.87209565]}",19,1949,35,92,39
219,County,Greene,All,All (12 to 100 years),2016,2016 Annual,1593,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,30,30,42,059,39.854803934,-80.22943817,"{'type': 'Point', 'coordinates': [-80.22943817, 39.854803934]}",12,1570,1,481,37
220,County,Cameron,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,12,12,42,023,41.438802653,-78.20916932,"{'type': 'Point', 'coordinates': [-78.20916932, 41.438802653]}",14,1009,14,105,3
221,County,Washington,All,All (12 to 100 years),2019,2019 Annual,6067,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,63,63,42,125,40.191096635,-80.25180083,"{'type': 'Point', 'coordinates': [-80.25180083, 40.191096635]}",12,1132,4,351,52
222,County,Huntingdon,All,All (12 to 100 years),2019,2019 Annual,853,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,31,31,42,061,40.416105003,-77.9827661,"{'type': 'Point', 'coordinates': [-77.9827661, 40.416105003]}",17,1344,32,290,38
223,County,Monroe,All,All (12 to 100 years),2018,2018 Annual,2403,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,45,45,42,089,41.060917865,-75.34083603,"{'type': 'Point', 'coordinates': [-75.34083603, 41.060917865]}",38,912,121,362,56
224,County,Franklin,All,All (12 to 100 years),2020,2020 Annual,1286,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,28,28,42,055,39.92786197,-77.72398845,"{'type': 'Point', 'coordinates': [-77.72398845, 39.92786197]}",19,380,33,19,33
225,County,Perry,All,All (12 to 100 years),2020,2020 Annual,987,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,50,50,42,099,40.404153174,-77.25907385,"{'type': 'Point', 'coordinates': [-77.25907385, 40.404153174]}",23,1648,37,485,61
226,County,Clearfield,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,17,17,42,033,41.000429002,-78.47558343,"{'type': 'Point', 'coordinates': [-78.47558343, 41.000429002]}",16,276,19,141,8
227,County,Berks,All,All (12 to 100 years),2020,2020 Annual,7894,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,6,06,42,011,40.419396351,-75.93077327,"{'type': 'Point', 'coordinates': [-75.93077327, 40.419396351]}",27,191,46,435,45
228,County,Schuylkill,All,All (12 to 100 years),2017,2017 Annual,1091,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,54,54,42,107,40.707512431,-76.22332385,"{'type': 'Point', 'coordinates': [-76.22332385, 40.707512431]}",27,1343,127,304,64
229,County,Perry,All,All (12 to 100 years),2018,2018 Annual,791,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,50,50,42,099,40.404153174,-77.25907385,"{'type': 'Point', 'coordinates': [-77.25907385, 40.404153174]}",23,1648,37,485,61
230,County,Bedford,All,All (12 to 100 years),2017,2017 Annual,970,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,5,05,42,009,40.007375364,-78.49116474,"{'type': 'Point', 'coordinates': [-78.49116474, 40.007375364]}",16,1549,31,3,43
231,County,Sullivan,All,All (12 to 100 years),2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,57,57,42,113,41.448099396,-76.5147922,"{'type': 'Point', 'coordinates': [-76.5147922, 41.448099396]}",21,1389,88,416,67
232,State,Commonwealth,All,65+ years,2019,2019 Annual,10173,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
233,County,Cambria,All,All (12 to 100 years),2019,2019 Annual,4361,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,11,11,42,021,40.491274907,-78.71894174,"{'type': 'Point', 'coordinates': [-78.71894174, 40.491274907]}",16,1228,20,23,2
234,State,Commonwealth,Female,All (12 to 100 years),2018,2018 Annual,87666,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
235,County,Lackawanna,All,All (12 to 100 years),2018,2018 Annual,6358,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,35,35,42,069,41.439100643,-75.61218345,"{'type': 'Point', 'coordinates': [-75.61218345, 41.439100643]}",34,1283,125,253,22
236,County,Dauphin,All,All (12 to 100 years),2017,2017 Annual,4969,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,22,22,42,043,40.41974636,-76.77960568,"{'type': 'Point', 'coordinates': [-76.77960568, 40.41974636]}",23,2368,41,25,18
237,County,Carbon,All,All (12 to 100 years),2020,2020 Annual,1465,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,13,13,42,025,40.919367008,-75.71107039,"{'type': 'Point', 'coordinates': [-75.71107039, 40.919367008]}",30,688,108,199,4
238,County,Mifflin,All,All (12 to 100 years),2017,2017 Annual,788,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,44,44,42,087,40.61274928,-77.62003089,"{'type': 'Point', 'coordinates': [-77.62003089, 40.61274928]}",18,587,36,295,55
239,County,Lebanon,All,All (12 to 100 years),2019,2019 Annual,2022,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,38,38,42,075,40.367597002,-76.46182575,"{'type': 'Point', 'coordinates': [-76.46182575, 40.367597002]}",28,371,130,44,25
240,County,Union,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,60,60,42,119,40.96473131,-77.06415803,"{'type': 'Point', 'coordinates': [-77.06415803, 40.96473131]}",21,1979,72,296,49
241,County,Wyoming,All,All (12 to 100 years),2019,2019 Annual,1011,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,66,66,42,131,41.51892488,-76.01813003,"{'type': 'Point', 'coordinates': [-76.01813003, 41.51892488]}",29,2460,91,444,11
242,County,Northumberland,All,All (12 to 100 years),2017,2017 Annual,1818,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,49,49,42,097,40.851509257,-76.71188423,"{'type': 'Point', 'coordinates': [-76.71188423, 40.851509257]}",22,2094,73,375,60
243,County,Tioga,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,59,59,42,117,41.773338336,-77.25788076,"{'type': 'Point', 'coordinates': [-77.25788076, 41.773338336]}",14,97,77,477,48
244,County,Washington,All,All (12 to 100 years),2018,2018 Annual,5421,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,63,63,42,125,40.191096635,-80.25180083,"{'type': 'Point', 'coordinates': [-80.25180083, 40.191096635]}",12,1132,4,351,52
245,State,Commonwealth,All,0 to 14 years,2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
246,County,Forest,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,27,27,42,053,41.513578758,-79.23780995,"{'type': 'Point', 'coordinates': [-79.23780995, 41.513578758]}",5,207,60,186,32
247,County,Adams,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,1,01,42,001,39.87209565,-77.22224271,"{'type': 'Point', 'coordinates': [-77.22224271, 39.87209565]}",19,1949,35,92,39
248,State,Commonwealth,All,0 to 14 years,2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
249,County,Beaver,All,All (12 to 100 years),2018,2018 Annual,3692,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,4,04,42,007,40.683492455,-80.35107356,"{'type': 'Point', 'coordinates': [-80.35107356, 40.683492455]}",2,379,23,2,42
250,County,Fayette,All,All (12 to 100 years),2016,2016 Annual,5133,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,26,26,42,051,39.919447803,-79.65189635,"{'type': 'Point', 'coordinates': [-79.65189635, 39.919447803]}",1,435,8,204,31
251,State,Commonwealth,All,55 to 64 years,2018,2018 Annual,42808,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
252,County,Sullivan,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,57,57,42,113,41.448099396,-76.5147922,"{'type': 'Point', 'coordinates': [-76.5147922, 41.448099396]}",21,1389,88,416,67
253,County,Chester,All,All (12 to 100 years),2019,2019 Annual,8785,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,15,15,42,029,39.974870557,-75.75626498,"{'type': 'Point', 'coordinates': [-75.75626498, 39.974870557]}",32,2415,147,69,6
254,County,Montgomery,All,All (12 to 100 years),2018,2018 Annual,13332,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,46,46,42,091,40.209898739,-75.37252001,"{'type': 'Point', 'coordinates': [-75.37252001, 40.209898739]}",33,1082,152,249,57
255,County,Fayette,All,All (12 to 100 years),2017,2017 Annual,5030,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,26,26,42,051,39.919447803,-79.65189635,"{'type': 'Point', 'coordinates': [-79.65189635, 39.919447803]}",1,435,8,204,31
256,County,Erie,All,All (12 to 100 years),2020,2020 Annual,4246,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,25,25,42,049,41.99413787,-80.0407591,"{'type': 'Point', 'coordinates': [-80.0407591, 41.99413787]}",3,1153,52,163,30
257,County,Lawrence,All,All (12 to 100 years),2017,2017 Annual,3272,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,37,37,42,073,40.993250351,-80.33754114,"{'type': 'Point', 'coordinates': [-80.33754114, 40.993250351]}",2,622,22,231,27
258,County,Lebanon,All,All (12 to 100 years),2020,2020 Annual,2601,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,38,38,42,075,40.367597002,-76.46182575,"{'type': 'Point', 'coordinates': [-76.46182575, 40.367597002]}",28,371,130,44,25
259,County,Huntingdon,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,31,31,42,061,40.416105003,-77.9827661,"{'type': 'Point', 'coordinates': [-77.9827661, 40.416105003]}",17,1344,32,290,38
260,County,Tioga,All,All (12 to 100 years),2017,2017 Annual,727,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,59,59,42,117,41.773338336,-77.25788076,"{'type': 'Point', 'coordinates': [-77.25788076, 41.773338336]}",14,97,77,477,48
261,County,Lehigh,All,All (12 to 100 years),2016,2016 Annual,5900,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,39,39,42,077,40.614647942,-75.60099481,"{'type': 'Point', 'coordinates': [-75.60099481, 40.614647942]}",36,506,115,336,26
262,County,Schuylkill,All,All (12 to 100 years),2016,2016 Annual,3127,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,54,54,42,107,40.707512431,-76.22332385,"{'type': 'Point', 'coordinates': [-76.22332385, 40.707512431]}",27,1343,127,304,64
263,County,Snyder,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,55,55,42,109,40.771137369,-77.07255968,"{'type': 'Point', 'coordinates': [-77.07255968, 40.771137369]}",22,2255,72,254,65
264,County,Bucks,All,All (12 to 100 years),2016,2016 Annual,12361,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,9,09,42,017,40.335011331,-75.11291241,"{'type': 'Point', 'coordinates': [-75.11291241, 40.335011331]}",40,430,145,22,35
265,County,McKean,All,All (12 to 100 years),2019,2019 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,42,42,42,083,41.810370736,-78.5712202,"{'type': 'Point', 'coordinates': [-78.5712202, 41.810370736]}",14,1778,14,424,47
266,County,Wayne,All,All (12 to 100 years),2017,2017 Annual,848,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,64,64,42,127,41.649698053,-75.3051535,"{'type': 'Point', 'coordinates': [-75.3051535, 41.649698053]}",29,1928,89,433,53
267,County,Bucks,All,All (12 to 100 years),2017,2017 Annual,15180,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,9,09,42,017,40.335011331,-75.11291241,"{'type': 'Point', 'coordinates': [-75.11291241, 40.335011331]}",40,430,145,22,35
268,County,Butler,All,All (12 to 100 years),2020,2020 Annual,4306,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,10,10,42,019,40.910831848,-79.91711779,"{'type': 'Point', 'coordinates': [-79.91711779, 40.910831848]}",5,738,12,100,1
269,County,Delaware,All,All (12 to 100 years),2019,2019 Annual,13714,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,23,23,42,045,39.916578665,-75.40627712,"{'type': 'Point', 'coordinates': [-75.40627712, 39.916578665]}",35,782,63,380,28
270,State,Commonwealth,Male,All (12 to 100 years),2020,2020 Annual,209360,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
271,County,Lycoming,All,All (12 to 100 years),2016,2016 Annual,1328,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,41,41,42,081,41.344597923,-77.06942457,"{'type': 'Point', 'coordinates': [-77.06942457, 41.344597923]}",21,1905,75,441,15
272,County,Susquehanna,All,All (12 to 100 years),2016,2016 Annual,915,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,58,58,42,115,41.820568598,-75.80250303,"{'type': 'Point', 'coordinates': [-75.80250303, 41.820568598]}",21,2466,89,321,44
273,County,Lancaster,All,All (12 to 100 years),2018,2018 Annual,8028,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,36,36,42,071,40.045907962,-76.25138768,"{'type': 'Point', 'coordinates': [-76.25138768, 40.045907962]}",25,222,144,74,23
274,County,Centre,All,All (12 to 100 years),2018,2018 Annual,1084,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,14,14,42,027,40.919313501,-77.82500112,"{'type': 'Point', 'coordinates': [-77.82500112, 40.919313501]}",18,1790,74,37,5
275,County,Columbia,All,All (12 to 100 years),2018,2018 Annual,1289,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,19,19,42,037,41.049120856,-76.4100218,"{'type': 'Point', 'coordinates': [-76.4100218, 41.049120856]}",22,1073,90,24,10
276,County,Centre,All,All (12 to 100 years),2020,2020 Annual,748,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,14,14,42,027,40.919313501,-77.82500112,"{'type': 'Point', 'coordinates': [-77.82500112, 40.919313501]}",18,1790,74,37,5
277,County,Blair,All,All (12 to 100 years),2016,2016 Annual,2714,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,7,07,42,013,40.485550238,-78.34907687,"{'type': 'Point', 'coordinates': [-78.34907687, 40.485550238]}",17,294,28,268,46
278,County,Potter,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,53,53,42,105,41.744206438,-77.89879229,"{'type': 'Point', 'coordinates': [-77.89879229, 41.744206438]}",14,2155,14,58,63
279,County,Lycoming,All,All (12 to 100 years),2017,2017 Annual,1091,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,41,41,42,081,41.344597923,-77.06942457,"{'type': 'Point', 'coordinates': [-77.06942457, 41.344597923]}",21,1905,75,441,15
280,County,Cumberland,All,All (12 to 100 years),2020,2020 Annual,3379,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,21,21,42,041,40.167598388,-77.26866271,"{'type': 'Point', 'coordinates': [-77.26866271, 40.167598388]}",20,2128,40,146,17
281,County,McKean,All,All (12 to 100 years),2020,2020 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,42,42,42,083,41.810370736,-78.5712202,"{'type': 'Point', 'coordinates': [-78.5712202, 41.810370736]}",14,1778,14,424,47
282,County,Dauphin,All,All (12 to 100 years),2016,2016 Annual,5133,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,22,22,42,043,40.41974636,-76.77960568,"{'type': 'Point', 'coordinates': [-76.77960568, 40.41974636]}",23,2368,41,25,18
283,County,Columbia,All,All (12 to 100 years),2020,2020 Annual,1047,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,19,19,42,037,41.049120856,-76.4100218,"{'type': 'Point', 'coordinates': [-76.4100218, 41.049120856]}",22,1073,90,24,10
284,State,Commonwealth,All,All (12 to 100 years),2018,2018 Annual,293000,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
285,County,Allegheny,All,All (12 to 100 years),2016,2016 Annual,41979,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,2,02,42,003,40.46735543,-79.98619843,"{'type': 'Point', 'coordinates': [-79.98619843, 40.46735543]}",6,2158,163,324,40
286,County,Washington,All,All (12 to 100 years),2016,2016 Annual,7287,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,63,63,42,125,40.191096635,-80.25180083,"{'type': 'Point', 'coordinates': [-80.25180083, 40.191096635]}",12,1132,4,351,52
287,County,Cameron,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,12,12,42,023,41.438802653,-78.20916932,"{'type': 'Point', 'coordinates': [-78.20916932, 41.438802653]}",14,1009,14,105,3
288,State,Commonwealth,All,35 to 44 years,2020,2020 Annual,85395,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
289,County,Sullivan,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,57,57,42,113,41.448099396,-76.5147922,"{'type': 'Point', 'coordinates': [-76.5147922, 41.448099396]}",21,1389,88,416,67
290,County,Juniata,All,All (12 to 100 years),2016,2016 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,34,34,42,067,40.534330084,-77.405775,"{'type': 'Point', 'coordinates': [-77.405775, 40.534330084]}",18,53,36,201,21
291,County,Butler,All,All (12 to 100 years),2019,2019 Annual,5056,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,10,10,42,019,40.910831848,-79.91711779,"{'type': 'Point', 'coordinates': [-79.91711779, 40.910831848]}",5,738,12,100,1
292,State,Commonwealth,All,All (12 to 100 years),2019,2019 Annual,316000,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,0,00,42,000,39.346129,-75.167756,"{'type': 'Point', 'coordinates': [-75.167756, 39.346129]}",,,,,
293,County,Carbon,All,All (12 to 100 years),2017,2017 Annual,1576,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,13,13,42,025,40.919367008,-75.71107039,"{'type': 'Point', 'coordinates': [-75.71107039, 40.919367008]}",30,688,108,199,4
294,County,Montgomery,All,All (12 to 100 years),2020,2020 Annual,12379,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,46,46,42,091,40.209898739,-75.37252001,"{'type': 'Point', 'coordinates': [-75.37252001, 40.209898739]}",33,1082,152,249,57
295,County,Adams,All,All (12 to 100 years),2017,2017 Annual,909,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,1,01,42,001,39.87209565,-77.22224271,"{'type': 'Point', 'coordinates': [-77.22224271, 39.87209565]}",19,1949,35,92,39
296,County,Luzerne,All,All (12 to 100 years),2018,2018 Annual,9933,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,40,40,42,079,41.178364388,-75.9919961,"{'type': 'Point', 'coordinates': [-75.9919961, 41.178364388]}",30,406,92,52,14
297,County,Snyder,All,All (12 to 100 years),2018,2018 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,55,55,42,109,40.771137369,-77.07255968,"{'type': 'Point', 'coordinates': [-77.07255968, 40.771137369]}",22,2255,72,254,65
298,County,Clinton,All,All (12 to 100 years),2017,2017 Annual,,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,18,18,42,035,41.232862737,-77.6428376,"{'type': 'Point', 'coordinates': [-77.6428376, 41.232862737]}",14,1835,74,206,9
299,County,Philadelphia,All,All (12 to 100 years),2020,2020 Annual,66946,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,51,51,42,101,40.004443538,-75.140236,"{'type': 'Point', 'coordinates': [-75.140236, 40.004443538]}",46,1069,182,365,13
300,County,Allegheny,All,All (12 to 100 years),2020,2020 Annual,37794,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,2,02,42,003,40.46735543,-79.98619843,"{'type': 'Point', 'coordinates': [-79.98619843, 40.46735543]}",6,2158,163,324,40
301,County,Huntingdon,All,All (12 to 100 years),2016,2016 Annual,767,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,31,31,42,061,40.416105003,-77.9827661,"{'type': 'Point', 'coordinates': [-77.9827661, 40.416105003]}",17,1344,32,290,38
302,County,Wayne,All,All (12 to 100 years),2019,2019 Annual,1485,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,64,64,42,127,41.649698053,-75.3051535,"{'type': 'Point', 'coordinates': [-75.3051535, 41.649698053]}",29,1928,89,433,53
303,County,Clearfield,All,All (12 to 100 years),2016,2016 Annual,826,Number of unique individuals estimated to have Drug Use Disorder,Not displayed when input value is suppressed,17,17,42,033,41.000429002,-78.47558343,"{'type': 'Point', 'coordinates': [-78.47558343, 41.000429002]}",16,276,19,141,8
